alimento_id;nome_alimento;umidade;energia_kcal;energia_kj;proteina;lipidios;colesterol;carboidrato;fibra_alimentar;calcio;magnesio;manganes;fosforo;ferro;sodio;potassio;cobre;zinco;retinol;vitamina_a_re;vitamina_a_rae;tiamina;riboflavina;piridoxina;niacina;vitamina_c;categoria;subcategoria;criado_por_usuario;ativo
112;"Chuchu, cozido";94.56;18.54;77.57;0.41;\N;\N;4.79;1.04;7.83;6.93;0.07;12.81;0.06;1.81;54.35;\N;0.09;\N;\N;\N;0.03;\N;\N;\N;5.57;2;2;FALSE;TRUE
113;"Chuchu, cru";94.84;16.98;71.04;0.70;0.06;\N;4.14;1.28;11.51;7.23;0.08;17.74;0.17;\N;125.99;0.03;0.10;\N;\N;\N;\N;\N;\N;\N;10.61;2;2;FALSE;TRUE
114;"Coentro, folhas desidratadas";10.63;309.07;1293.15;20.88;10.39;\N;47.96;37.29;783.81;392.79;10.48;388.06;81.43;18.26;3222.77;4.09;4.70;\N;\N;\N;0.10;0.11;0.09;\N;40.77;13;41;FALSE;TRUE
115;"Couve, manteiga, crua";90.90;27.06;113.21;2.87;0.55;\N;4.33;3.12;130.87;34.66;1.02;48.67;0.45;6.17;403.45;0.06;0.40;\N;496.00;248.00;0.20;0.31;0.06;2.29;96.68;2;95;FALSE;TRUE
116;"Couve, manteiga, refogada ";81.53;90.34;378.00;1.67;6.59;\N;8.71;5.74;177.33;26.20;0.12;33.41;0.50;11.45;314.89;0.02;0.19;\N;384.00;192.00;\N;0.05;0.07;\N;76.94;2;95;FALSE;TRUE
117;"Couve-flor, crua";92.77;22.56;94.41;1.91;0.21;\N;4.52;2.35;17.82;11.99;0.16;57.08;0.53;3.44;256.01;0.03;0.31;\N;2.00;1.00;0.03;0.09;0.10;\N;36.05;2;21;FALSE;TRUE
118;"Couve-flor, cozida";94.34;19.11;79.97;1.24;0.27;\N;3.88;2.13;16.14;5.44;0.10;25.43;0.13;1.79;80.49;\N;0.26;\N;\N;\N;0.04;\N;\N;\N;23.70;2;21;FALSE;TRUE
119;"Espinafre, Nova Zelândia, cru";94.03;16.10;67.34;2.00;0.24;\N;2.57;2.10;97.51;81.64;0.71;25.43;0.36;17.09;336.01;0.06;0.27;\N;484.00;242.00;0.10;0.21;0.06;\N;2.42;2;95;FALSE;TRUE
120;"Espinafre, Nova Zelândia, refogado";86.57;67.25;281.39;2.72;5.43;\N;4.24;2.52;112.38;122.71;0.61;33.51;0.65;47.02;149.23;0.04;0.59;\N;623.83;311.92;0.08;0.13;0.13;\N;5.27;2;95;FALSE;TRUE
121;"Farinha, de mandioca, crua";9.39;360.87;1509.88;1.55;0.28;\N;87.90;6.39;64.87;37.00;\N;41.61;1.09;1.02;340.13;0.08;0.39;\N;\N;\N;0.14;\N;0.04;\N;\N;1;43;FALSE;TRUE
122;"Farinha, de mandioca, torrada";8.34;365.27;1528.29;1.23;0.29;\N;89.19;6.54;75.53;40.01;0.37;38.63;1.19;10.31;327.74;\N;0.36;\N;\N;\N;\N;\N;0.81;\N;\N;1;43;FALSE;TRUE
123;"Farinha, de puba";9.80;360.18;1506.99;1.62;0.47;\N;87.29;4.24;41.40;27.49;0.16;32.64;1.43;3.61;337.76;0.07;0.34;\N;\N;\N;0.09;\N;\N;\N;\N;1;43;FALSE;TRUE
124;"Fécula, de mandioca";17.77;330.85;1384.28;0.52;0.28;\N;81.15;0.65;11.89;3.02;\N;60.39;0.11;2.45;48.13;\N;\N;\N;\N;\N;0.03;\N;\N;\N;\N;1;43;FALSE;TRUE
125;"Feijão, broto, cru";87.48;38.72;162.02;4.17;0.10;\N;7.76;1.97;14.48;25.13;0.19;74.75;0.82;1.79;189.22;0.17;0.57;\N;\N;\N;\N;0.04;0.15;\N;12.00;2;95;FALSE;TRUE
126;"Inhame, cru";73.31;96.70;404.59;2.05;0.21;\N;23.23;1.65;11.80;28.76;0.15;64.72;0.36;\N;567.74;0.17;0.30;\N;\N;\N;0.08;\N;0.11;\N;5.62;5;13;FALSE;TRUE
127;"Jiló, cru";91.63;27.37;114.50;1.40;0.22;\N;6.19;4.83;19.97;20.63;0.14;29.02;0.34;\N;212.95;0.07;0.14;\N;12.67;6.33;0.07;0.04;\N;\N;6.79;2;2;FALSE;TRUE
128;"Jurubeba, crua";66.64;125.81;526.40;4.41;3.91;\N;23.06;23.92;151.02;65.32;0.52;155.12;0.95;0.77;619.40;1.16;0.63;\N;\N;\N;0.13;0.02;0.20;\N;13.83;2;2;FALSE;TRUE
129;"Mandioca, cozida";68.69;125.36;524.50;0.58;0.30;\N;30.09;1.56;18.63;26.82;0.06;22.41;0.07;0.91;100.36;0.01;0.17;\N;\N;\N;0.06;\N;0.03;\N;11.07;5;13;FALSE;TRUE
130;"Mandioca, crua";61.84;151.42;633.53;1.13;0.30;\N;36.17;1.88;15.19;44.50;0.05;29.43;0.27;2.15;208.06;0.07;0.20;\N;\N;\N;\N;\N;0.04;\N;16.53;5;13;FALSE;TRUE
131;"Mandioca, farofa, temperada";6.42;405.69;1697.42;2.06;9.12;\N;80.30;7.82;65.69;34.34;0.29;44.52;1.36;574.51;201.38;\N;0.17;\N;\N;\N;0.10;\N;0.15;\N;\N;1;43;FALSE;TRUE
132;"Mandioca, frita";36.57;300.06;1255.43;1.38;11.20;\N;50.25;1.87;23.05;94.87;0.18;56.54;0.32;8.94;176.06;0.12;0.44;\N;\N;\N;0.05;\N;0.04;\N;\N;5;13;FALSE;TRUE
133;"Manjericão, cru";92.96;21.15;88.48;1.99;0.39;\N;3.64;3.31;210.92;57.81;0.17;39.92;0.97;3.89;251.55;0.16;0.46;\N;1034.83;517.42;0.06;0.21;0.06;0.90;2.34;13;41;FALSE;TRUE
134;"Maxixe, cru";95.06;13.75;57.52;1.39;0.07;\N;2.73;2.19;20.87;9.61;0.07;24.98;0.35;10.99;327.70;0.02;0.18;\N;5.50;2.75;0.06;0.02;0.04;\N;9.63;2;2;FALSE;TRUE
135;"Mostarda, folha, crua";93.43;18.11;75.76;2.11;0.17;\N;3.24;1.89;68.18;15.62;0.14;58.40;1.10;2.88;363.57;0.05;0.28;\N;\N;\N;0.05;0.04;0.05;\N;38.55;2;95;FALSE;TRUE
136;"Nhoque, batata, cozido";54.95;180.78;756.36;5.86;1.94;15.08;36.78;1.78;11.42;17.90;0.30;68.37;1.65;7.07;163.70;0.10;0.48;15.47;\N;\N;0.08;\N;0.04;\N;\N;1;31;FALSE;TRUE
137;"Nabo, cru";93.84;18.19;76.09;1.20;0.05;\N;4.15;2.64;42.39;14.60;4.42;16.57;0.22;2.46;279.65;0.02;0.19;\N;\N;\N;0.07;\N;0.03;\N;9.55;2;13;FALSE;TRUE
138;"Palmito, juçara, em conserva";91.37;23.20;97.07;1.79;0.40;\N;4.33;3.15;58.29;33.70;10.82;40.26;0.30;513.82;243.97;0.23;0.73;\N;\N;\N;0.06;0.04;\N;\N;1.98;2;95;FALSE;TRUE
139;"Palmito, pupunha, em conserva";89.44;29.43;123.14;2.46;0.45;\N;5.51;2.55;32.44;25.49;0.14;54.96;0.18;562.69;206.42;0.08;0.36;\N;\N;\N;0.03;\N;\N;\N;8.66;2;95;FALSE;TRUE
140;"Pão, de queijo, assado";33.74;363.08;1519.12;5.12;24.57;67.73;34.24;0.56;102.49;8.24;0.03;93.74;0.28;773.49;93.09;0.01;0.63;61.31;\N;\N;0.04;0.10;0.04;\N;\N;1;30;FALSE;TRUE
141;"Pão, de queijo, cru";41.84;294.54;1232.35;3.65;13.99;63.05;38.51;0.98;87.56;6.83;\N;78.84;0.29;404.99;58.08;\N;0.43;47.50;\N;\N;\N;0.08;\N;\N;\N;1;30;FALSE;TRUE
142;"Pepino, cru";96.79;9.53;39.89;0.87;\N;\N;2.04;1.12;9.62;9.34;0.08;12.32;0.15;\N;153.69;0.04;0.13;\N;3.58;1.79;\N;0.03;\N;\N;4.99;2;2;FALSE;TRUE
143;"Pimentão, amarelo, cru";91.88;27.93;116.85;1.22;0.44;\N;5.96;1.92;9.61;10.90;0.08;22.38;0.41;\N;221.33;0.04;0.15;\N;40.00;20.00;0.04;0.03;0.06;\N;201.36;2;2;FALSE;TRUE
144;"Pimentão, verde, cru";93.52;21.29;89.06;1.05;0.15;\N;4.89;2.56;8.76;7.79;0.14;16.51;0.41;\N;174.33;0.07;0.14;\N;46.00;23.00;\N;\N;\N;\N;100.21;2;2;FALSE;TRUE
145;"Pimentão, vermelho, cru";92.90;23.28;97.41;1.04;0.15;\N;5.47;1.59;6.37;11.13;0.06;19.96;0.33;\N;210.92;0.04;0.15;\N;86.00;43.00;0.05;0.06;0.02;\N;158.21;2;2;FALSE;TRUE
146;"Polvilho, doce";12.58;351.23;1469.53;0.43;\N;\N;86.77;0.24;27.41;4.10;0.09;8.38;0.51;1.58;37.63;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;1;43;FALSE;TRUE
147;"Quiabo, cru";90.58;29.94;125.27;1.92;0.30;\N;6.37;4.55;112.16;49.97;0.46;55.83;0.37;0.89;248.80;0.17;0.59;\N;49.31;24.65;0.10;\N;0.03;\N;5.60;2;2;FALSE;TRUE
148;"Rabanete, cru";95.06;13.74;57.48;1.39;0.07;\N;2.73;2.19;20.87;9.61;0.07;24.98;0.35;10.99;327.70;0.02;0.18;\N;\N;\N;0.06;0.02;0.04;\N;9.63;2;13;FALSE;TRUE
149;"Repolho, branco, cru";94.72;17.12;71.63;0.88;0.14;\N;3.86;1.89;34.55;8.51;0.13;14.20;0.15;3.64;150.09;0.02;0.15;\N;6.00;3.00;\N;0.03;0.06;\N;18.72;2;95;FALSE;TRUE
150;"Repolho, roxo, cru";90.08;30.91;129.32;1.91;0.06;\N;7.20;1.97;43.67;18.02;0.25;57.71;0.52;2.34;328.07;0.90;0.25;\N;\N;\N;0.07;\N;0.09;\N;43.20;2;95;FALSE;TRUE
151;"Repolho, roxo, refogado";88.70;41.77;174.78;1.80;1.24;\N;7.56;1.75;42.59;17.25;0.26;59.38;0.47;3.42;321.45;0.02;0.26;\N;\N;\N;0.07;\N;0.07;0.63;40.52;2;95;FALSE;TRUE
152;"Rúcula, crua";94.82;13.13;54.95;1.77;0.11;\N;2.22;1.74;116.56;17.79;0.24;25.17;0.94;9.42;233.40;0.04;0.23;\N;532.75;266.38;0.04;\N;\N;0.35;46.29;2;95;FALSE;TRUE
153;"Salsa, crua";88.65;33.42;139.85;3.26;0.61;\N;5.71;1.85;179.41;20.90;1.88;49.35;3.18;2.30;711.30;0.20;1.32;\N;1743.25;871.63;0.12;0.15;0.47;0.72;51.69;13;41;FALSE;TRUE
154;"Seleta de legumes, enlatada";82.15;56.53;236.54;3.42;0.35;\N;12.67;3.09;16.16;15.61;0.13;49.03;1.06;398.14;122.21;0.08;0.53;\N;244.17;122.08;0.03;\N;\N;3.72;\N;2;95;FALSE;TRUE
155;"Serralha, crua";90.25;30.40;127.18;2.67;0.74;\N;4.95;3.52;126.02;29.55;0.23;48.26;1.27;19.35;265.27;0.20;1.33;\N;1134.00;567.00;\N;0.11;0.08;\N;1.51;2;95;FALSE;TRUE
156;"Taioba, crua";89.24;34.21;143.13;2.90;0.93;\N;5.43;4.45;141.09;37.92;0.66;52.76;1.91;1.16;290.32;0.16;0.61;\N;1160.00;580.00;\N;0.10;0.10;\N;17.94;2;95;FALSE;TRUE
157;"Tomate, com semente, cru";95.13;15.34;64.16;1.10;0.17;\N;3.14;1.17;6.94;10.54;0.07;20.19;0.24;1.02;222.39;0.04;0.14;\N;54.00;27.00;0.12;\N;0.02;\N;21.21;2;2;FALSE;TRUE
158;"Tomate, extrato";79.66;60.93;254.95;2.43;0.19;\N;14.96;2.80;29.08;29.33;0.18;47.16;2.09;497.93;679.91;0.20;0.37;\N;166.00;83.00;\N;\N;0.11;2.42;18.01;13;41;FALSE;TRUE
159;"Tomate, molho industrializado";88.14;38.45;160.86;1.38;0.90;\N;7.71;3.12;11.73;16.79;0.08;27.21;1.58;418.28;388.20;0.08;0.13;\N;76.00;38.00;\N;\N;0.06;\N;2.71;13;41;FALSE;TRUE
160;"Tomate, purê";90.79;27.94;116.89;1.36;\N;\N;6.89;1.03;13.24;15.44;\N;30.01;1.25;103.93;308.24;0.09;0.33;\N;90.00;45.00;\N;\N;0.07;1.18;5.38;13;41;FALSE;TRUE
161;"Tomate, salada";93.63;20.55;85.97;0.81;\N;\N;5.12;2.27;6.95;9.50;0.04;23.38;0.29;5.24;161.16;0.07;0.17;\N;\N;\N;0.06;0.04;0.05;\N;12.80;2;2;FALSE;TRUE
162;"Vagem, crua";92.17;24.90;104.17;1.79;0.17;\N;5.35;2.38;41.10;17.83;0.50;27.99;0.43;\N;208.20;0.06;0.33;\N;32.08;16.04;\N;0.08;\N;\N;1.15;2;2;FALSE;TRUE
163;"Abacate, cru";83.79;96.15;402.31;1.24;8.40;\N;6.03;6.31;7.92;14.68;0.17;21.95;0.21;\N;206.26;0.15;0.22;\N;\N;\N;\N;0.04;\N;\N;8.66;3;50;FALSE;TRUE
164;"Abacaxi, cru";86.32;48.32;202.18;0.86;0.12;\N;12.33;0.99;22.43;18.44;1.62;12.78;0.26;\N;131.34;0.11;0.14;\N;\N;\N;0.17;0.02;\N;\N;34.62;3;50;FALSE;TRUE
165;"Abacaxi, polpa, congelada";91.29;30.59;128.00;0.47;0.11;\N;7.80;0.33;13.54;10.07;1.02;7.63;0.36;1.24;106.68;0.04;0.06;\N;2.26;1.13;0.05;\N;\N;\N;1.25;3;50;FALSE;TRUE
166;"Abiu, cru";83.14;62.42;261.18;0.83;0.70;\N;14.93;1.70;5.78;9.30;0.08;20.29;0.16;\N;128.34;0.09;0.10;\N;\N;\N;\N;0.04;0.05;\N;10.28;3;50;FALSE;TRUE
167;"Açaí, polpa, com xarope de guaraná e glucose";73.88;110.30;461.49;0.72;3.66;\N;21.46;1.72;22.16;12.73;3.29;10.79;0.27;15.10;75.49;0.14;0.19;\N;\N;\N;\N;\N;0.07;\N;10.27;3;50;FALSE;TRUE
168;"Açaí, polpa, congelada";88.70;58.05;242.86;0.80;3.94;\N;6.21;2.55;35.18;17.04;6.16;16.43;0.43;5.18;123.62;0.18;0.27;\N;\N;\N;\N;0.04;0.07;\N;\N;3;50;FALSE;TRUE
169;"Acerola, crua";90.53;33.46;140.01;0.91;0.21;\N;7.97;1.51;12.55;13.13;0.07;9.24;0.22;\N;164.99;0.07;0.15;\N;247.00;123.50;\N;0.04;\N;1.38;941.37;3;50;FALSE;TRUE
170;"Acerola, polpa, congelada";93.61;21.94;91.78;0.59;\N;\N;5.54;0.70;7.59;8.66;0.03;12.86;0.17;1.28;111.99;0.04;0.07;\N;192.00;96.00;\N;0.10;\N;\N;623.24;3;50;FALSE;TRUE
171;"Ameixa, calda, enlatada ";52.17;182.85;765.03;0.41;\N;\N;46.89;0.52;13.15;9.96;0.10;20.94;2.15;2.70;221.19;0.03;0.14;\N;\N;\N;\N;0.23;0.37;\N;4.27;3;50;FALSE;TRUE
172;"Ameixa, crua";84.77;52.54;219.84;0.77;\N;\N;13.85;2.43;5.72;5.48;0.03;13.92;0.10;\N;134.05;0.06;0.05;\N;27.21;13.60;0.07;\N;0.03;\N;7.63;3;50;FALSE;TRUE
173;"Ameixa, em calda, enlatada, drenada ";50.34;177.36;742.07;1.03;0.28;\N;47.66;4.55;39.24;14.49;0.20;26.07;2.70;2.79;263.26;0.16;0.20;\N;\N;\N;\N;0.22;0.08;\N;5.15;3;50;FALSE;TRUE
174;"Atemóia, crua";72.74;96.97;405.73;0.97;0.30;\N;25.33;2.14;22.77;24.84;0.16;23.36;0.16;0.79;300.01;0.17;0.19;\N;\N;\N;0.09;0.07;0.07;1.58;10.15;3;50;FALSE;TRUE
175;"Banana, da terra, crua";63.88;128.02;535.65;1.43;0.24;\N;33.67;1.53;0.00;23.79;0.16;25.52;0.29;\N;328.03;0.05;0.16;\N;238.83;119.42;0.03;0.02;0.14;\N;15.75;3;50;FALSE;TRUE
176;"Banana, doce em barra";21.13;280.11;1171.96;2.17;0.05;\N;75.67;3.83;11.95;49.19;0.84;36.88;0.61;9.88;518.25;0.16;0.30;\N;27.36;13.68;0.03;\N;0.06;1.41;\N;10;18;FALSE;TRUE
177;"Banana, figo, crua";70.07;105.08;439.67;1.13;0.14;\N;27.80;2.80;6.36;30.16;0.21;15.82;0.20;\N;386.59;0.06;0.12;\N;\N;\N;0.09;\N;0.03;\N;17.50;3;50;FALSE;TRUE
178;"Banana, maçã, crua";75.23;86.81;363.19;1.75;0.06;\N;22.34;2.59;3.22;23.69;0.60;28.68;0.20;\N;264.39;0.11;0.12;\N;6.42;3.21;\N;\N;0.14;\N;10.47;3;50;FALSE;TRUE
179;"Banana, nanica, crua";73.80;91.53;382.96;1.40;0.12;\N;23.85;1.95;3.42;27.80;0.14;26.72;0.35;\N;376.47;0.10;0.18;\N;13.63;6.81;\N;0.02;0.14;\N;5.86;3;50;FALSE;TRUE
180;"Banana, ouro, crua";68.18;112.37;470.14;1.48;0.21;\N;29.34;1.95;3.19;28.38;0.09;22.27;0.34;\N;354.81;0.08;0.26;\N;49.71;24.85;\N;\N;0.14;\N;7.56;3;50;FALSE;TRUE
181;"Banana, pacova, crua";77.71;77.91;325.97;1.23;0.08;\N;20.31;2.03;5.49;30.41;0.41;19.75;0.37;0.94;267.35;0.06;0.14;\N;\N;\N;0.05;0.03;0.17;\N;\N;3;50;FALSE;TRUE
182;"Banana, prata, crua";71.86;98.25;411.08;1.27;0.07;\N;25.96;2.04;7.56;26.29;0.42;22.20;0.38;\N;357.68;0.05;0.15;\N;32.42;16.21;\N;0.02;0.10;\N;21.59;3;50;FALSE;TRUE
183;"Cacau, cru";79.21;74.29;310.84;0.95;0.14;\N;19.41;2.19;12.10;24.62;0.04;9.34;0.26;0.70;71.64;0.15;0.59;\N;\N;\N;0.25;\N;0.04;\N;13.56;3;50;FALSE;TRUE
184;"Cajá-Manga, cru";86.89;45.58;190.71;1.28;\N;\N;11.43;2.58;12.74;11.28;0.05;24.47;0.15;1.44;119.40;0.02;0.18;\N;\N;\N;0.11;\N;0.05;\N;26.70;3;50;FALSE;TRUE
185;"Cajá, polpa, congelada";92.44;26.33;110.17;0.59;0.17;\N;6.37;1.36;9.16;7.17;0.07;25.66;0.32;6.95;148.08;0.10;0.05;\N;106.00;53.00;0.04;\N;\N;\N;\N;3;50;FALSE;TRUE
186;"Caju, cru";88.11;43.07;180.18;0.97;0.33;\N;10.29;1.68;1.42;10.11;0.12;15.64;0.15;2.97;123.86;0.07;0.09;\N;\N;7.33;\N;\N;\N;\N;219.33;3;50;FALSE;TRUE
187;"Caju, polpa, congelada";89.82;36.57;153.00;0.48;0.15;\N;9.35;0.81;0.84;7.07;0.05;9.77;0.15;4.16;87.66;0.07;0.08;\N;22.00;11.00;\N;0.02;\N;2.25;119.72;3;50;FALSE;TRUE
188;"Caju, suco concentrado, envasado";88.37;45.11;188.73;0.40;0.20;\N;10.73;0.63;0.98;8.45;0.06;11.40;0.15;45.04;106.99;0.04;0.07;\N;10.00;5.00;\N;0.03;\N;\N;138.70;3;50;FALSE;TRUE
189;"Caqui, chocolate, cru";79.72;71.35;298.53;0.36;0.07;\N;19.33;6.52;17.85;8.55;0.39;18.43;0.10;2.18;163.55;\N;0.19;\N;\N;\N;\N;\N;0.03;\N;29.61;3;50;FALSE;TRUE
190;"Carambola, crua";87.10;45.74;191.38;0.87;0.18;\N;11.48;2.03;4.79;7.36;0.13;10.75;0.20;4.09;132.58;0.08;0.24;\N;\N;\N;0.12;\N;\N;\N;60.87;3;50;FALSE;TRUE
191;"Ciriguela, crua";78.69;75.59;316.29;1.40;0.36;\N;18.86;3.90;27.41;17.96;0.06;48.60;0.36;1.68;248.01;0.12;0.53;\N;\N;\N;0.14;\N;\N;\N;27.03;3;50;FALSE;TRUE
192;"Cupuaçu, cru";86.23;49.42;206.78;1.16;0.95;\N;10.43;3.12;13.12;18.17;0.07;21.28;0.49;3.20;331.03;0.07;0.34;\N;\N;\N;0.37;0.04;0.07;4.34;24.51;3;50;FALSE;TRUE
193;"Cupuaçu, polpa, congelada";86.55;48.80;204.17;0.84;0.59;\N;11.39;1.59;5.49;13.91;0.17;14.20;0.26;0.69;291.09;0.14;0.15;\N;\N;\N;0.07;0.07;0.05;\N;10.49;3;50;FALSE;TRUE
194;"Figo, cru";88.19;41.45;173.41;0.97;0.16;\N;10.25;1.79;27.39;11.31;0.06;14.57;0.20;\N;174.42;0.13;0.09;\N;\N;\N;0.05;\N;\N;\N;0.79;3;50;FALSE;TRUE
195;"Figo, enlatado, em calda";48.77;184.36;771.37;0.56;0.15;\N;50.34;1.98;32.62;6.85;0.16;6.25;0.50;6.87;39.35;0.25;0.09;\N;\N;\N;\N;\N;\N;\N;5.24;10;18;FALSE;TRUE
196;"Fruta-pão, crua";80.87;67.05;280.52;1.08;0.19;\N;17.17;5.55;33.68;24.03;0.04;27.39;0.23;0.80;188.13;0.07;0.13;\N;\N;\N;0.03;\N;\N;\N;9.87;3;50;FALSE;TRUE
197;"Goiaba, branca, com casca, crua";85.69;51.74;216.47;0.90;0.49;\N;12.40;6.33;5.01;7.04;0.07;16.40;0.17;\N;219.77;0.04;0.16;\N;\N;\N;\N;\N;0.03;\N;99.20;3;50;FALSE;TRUE
198;"Goiaba, doce em pasta";24.78;268.96;1125.33;0.58;0.00;\N;74.12;3.73;10.06;6.49;0.11;53.57;0.40;3.70;164.81;0.06;0.09;\N;136.42;68.21;0.07;\N;\N;\N;23.06;10;18;FALSE;TRUE
199;"Goiaba, doce, cascão";20.26;285.59;1194.90;0.41;0.10;\N;78.70;4.37;14.70;9.67;0.16;28.20;0.40;11.03;250.72;0.08;0.14;\N;50.33;25.17;\N;\N;\N;1.41;34.33;10;18;FALSE;TRUE
200;"Goiaba, vermelha, com casca, crua";84.98;54.17;226.65;1.09;0.44;\N;13.01;6.22;4.45;6.89;0.09;15.37;0.17;\N;197.58;0.04;0.13;\N;38.00;19.00;\N;\N;0.03;\N;80.60;3;50;FALSE;TRUE
201;"Graviola, crua";82.15;61.62;257.83;0.85;0.21;\N;15.84;1.91;40.12;23.50;0.08;19.17;0.17;4.16;249.67;0.04;0.13;\N;\N;\N;0.17;0.12;0.03;\N;19.14;3;50;FALSE;TRUE
202;"Graviola, polpa, congelada";89.16;38.27;160.14;0.57;0.14;\N;9.78;1.19;5.98;9.76;0.06;16.59;0.10;3.05;169.96;0.06;0.05;\N;\N;\N;\N;0.09;\N;\N;10.48;3;50;FALSE;TRUE
203;"Jabuticaba, crua";83.65;58.05;242.89;0.61;0.13;\N;15.26;2.30;8.35;17.78;0.30;14.55;0.09;\N;129.72;0.07;0.28;\N;\N;\N;0.06;\N;\N;\N;16.17;3;50;FALSE;TRUE
204;"Jaca, crua";75.07;87.92;367.86;1.40;0.27;\N;22.50;2.39;11.25;40.05;0.48;13.90;0.38;1.80;233.75;0.09;0.17;\N;\N;\N;0.10;0.04;0.05;\N;14.82;3;50;FALSE;TRUE
205;"Jambo, cru";92.10;26.91;112.60;0.89;0.07;\N;6.49;5.07;13.80;14.18;0.05;18.36;0.14;21.66;134.87;0.02;0.11;\N;\N;\N;0.08;\N;\N;1.18;3.77;3;50;FALSE;TRUE
206;"Jamelão, cru";87.67;41.01;171.58;0.55;0.11;\N;10.63;1.78;3.09;2.16;\N;4.12;0.05;1.37;394.34;0.03;0.05;\N;7.52;3.76;0.17;\N;0.12;\N;27.07;3;50;FALSE;TRUE
207;"Kiwi, cru";85.88;51.14;213.95;1.34;0.63;\N;11.50;2.65;23.91;10.58;0.05;33.08;0.25;\N;268.92;0.15;0.07;\N;5.42;2.71;\N;\N;0.06;\N;70.78;3;50;FALSE;TRUE
208;"Laranja, baía, crua";87.08;45.44;190.11;0.98;0.10;\N;11.47;1.12;35.41;9.22;0.04;23.80;0.14;\N;174.15;0.04;0.06;\N;3.88;1.94;0.06;0.02;\N;\N;56.87;3;50;FALSE;TRUE
209;"Laranja, baía, suco";90.25;36.65;153.34;0.65;\N;\N;8.70;\N;5.93;7.80;0.02;21.93;0.06;\N;172.56;0.02;\N;\N;4.00;2.00;0.03;\N;0.02;\N;94.48;3;50;FALSE;TRUE
210;"Laranja, da terra, crua";85.38;51.47;215.36;1.08;0.19;\N;12.86;3.98;51.08;14.06;0.04;20.12;0.15;0.83;172.52;0.04;0.22;\N;\N;\N;0.07;0.09;0.03;\N;34.68;3;50;FALSE;TRUE
211;"Laranja, da terra, suco";89.22;40.96;171.36;0.67;0.14;\N;9.57;1.03;13.39;10.11;0.02;14.89;0.09;\N;145.24;0.02;0.07;\N;4.46;2.23;0.04;\N;0.04;\N;44.32;3;50;FALSE;TRUE
212;"Laranja, lima, crua";86.97;45.70;191.21;1.06;0.08;\N;11.53;1.78;31.47;10.16;0.05;14.51;0.12;1.11;129.87;0.03;0.12;\N;\N;\N;0.09;0.05;0.04;\N;43.46;3;50;FALSE;TRUE
213;"Laranja, lima, suco";89.68;39.34;164.58;0.71;0.12;\N;9.17;0.42;7.74;10.89;0.02;16.24;\N;\N;128.74;0.02;0.03;\N;\N;\N;0.10;0.03;0.04;\N;41.30;3;50;FALSE;TRUE
214;"Laranja, pêra, crua";89.55;36.77;153.86;1.04;0.13;\N;8.95;0.77;21.89;8.61;0.05;22.68;0.09;\N;162.82;0.03;0.06;\N;0.92;0.46;0.07;0.02;0.02;\N;53.73;3;50;FALSE;TRUE
215;"Laranja, pêra, suco";91.29;32.71;136.86;0.74;0.07;\N;7.55;\N;7.37;7.59;0.03;14.01;\N;\N;148.76;0.01;\N;\N;1.21;0.60;\N;\N;\N;\N;73.34;3;50;FALSE;TRUE
216;"Laranja, valência, crua";86.94;46.11;192.92;0.77;0.16;\N;11.72;1.73;33.74;14.40;0.06;19.77;0.09;0.63;157.90;0.04;0.11;\N;\N;\N;0.07;0.04;0.03;\N;47.85;3;50;FALSE;TRUE
217;"Laranja, valência, suco";90.53;36.20;151.45;0.48;0.12;\N;8.55;0.42;9.08;9.59;0.03;17.27;\N;\N;143.42;0.02;\N;\N;2.00;1.00;\N;\N;0.03;\N;\N;3;50;FALSE;TRUE
218;"Limão, cravo, suco";94.19;14.10;59.01;0.33;\N;\N;5.25;\N;10.18;8.86;0.03;11.13;0.08;\N;119.88;0.03;\N;\N;31.42;15.71;\N;\N;\N;\N;32.78;3;50;FALSE;TRUE
219;"Limão, galego, suco";91.80;22.23;92.99;0.57;0.07;\N;7.32;\N;5.26;5.92;0.01;13.04;0.05;\N;112.51;0.02;0.05;\N;\N;\N;\N;\N;0.03;\N;34.50;3;50;FALSE;TRUE
220;"Limão, tahiti, cru";87.43;31.82;133.13;0.94;0.14;\N;11.08;1.18;50.98;9.70;0.07;23.76;0.18;1.25;128.29;0.06;0.21;\N;\N;\N;0.30;0.04;\N;\N;38.24;3;50;FALSE;TRUE
221;"Maçã, Argentina, com casca, crua";82.65;62.53;261.63;0.23;0.25;\N;16.59;2.03;3.39;4.86;0.01;11.40;0.05;1.32;117.48;0.03;\N;\N;\N;\N;0.05;\N;\N;\N;1.49;3;50;FALSE;TRUE
222;"Maçã, Fuji, com casca, crua";84.34;55.52;232.28;0.29;\N;\N;15.15;1.35;1.92;2.04;0.03;9.08;0.09;\N;74.71;0.06;\N;\N;3.50;1.75;\N;\N;0.03;\N;2.41;3;50;FALSE;TRUE
223;"Macaúba, crua";41.53;404.28;1691.52;2.08;40.66;\N;13.95;13.44;66.53;66.05;0.08;43.87;0.81;0.65;305.81;0.35;0.66;\N;1020.00;510.00;0.11;0.11;0.03;\N;13.44;3;50;FALSE;TRUE
