alimento_id;nome_alimento;umidade;energia_kcal;energia_kj;proteina;lipidios;colesterol;carboidrato;fibra_alimentar;calcio;magnesio;manganes;fosforo;ferro;sodio;potassio;cobre;zinco;retinol;vitamina_a_re;vitamina_a_rae;tiamina;riboflavina;piridoxina;niacina;vitamina_c;categoria;subcategoria;criado_por_usuario;ativo
336;"Carne, bovina, capa de contra-filé, sem gordura, crua";72.99;131.06;548.37;21.54;4.33;58.35;0.00;\N;6.50;19.59;\N;178.23;2.04;79.17;325.43;0.06;4.59;\N;\N;\N;\N;0.04;\N;1.81;\N;6;28;FALSE;TRUE
337;"Carne, bovina, capa de contra-filé, sem gordura, grelhada";53.74;239.44;1001.83;35.06;9.95;80.29;-0.01;\N;8.84;25.61;0.01;287.38;2.84;82.75;384.84;0.12;7.64;\N;\N;\N;0.03;0.08;\N;1.86;\N;6;28;FALSE;TRUE
338;"Carne, bovina, charque, cozido";45.79;262.78;1099.47;36.36;11.92;113.43;0.00;\N;14.85;12.81;0.02;100.90;3.45;1442.70;89.57;0.07;6.09;\N;\N;\N;0.05;0.07;\N;1.50;\N;6;28;FALSE;TRUE
339;"Carne, bovina, charque, cru";44.47;248.86;1041.23;22.71;16.84;80.69;0.00;\N;15.18;13.36;\N;122.29;1.53;5875.03;236.26;0.03;3.89;\N;\N;\N;0.12;0.07;\N;1.63;\N;6;28;FALSE;TRUE
340;"Carne, bovina, contra-filé, à milanesa";42.16;351.59;1471.06;20.61;24.00;99.36;12.17;0.37;14.67;27.04;0.27;202.95;2.90;77.09;270.96;0.10;2.86;15.08;\N;\N;0.07;0.04;\N;3.02;\N;6;28;FALSE;TRUE
341;"Carne, bovina, contra-filé de costela, cru";66.38;202.44;847.00;19.80;13.07;52.31;0.00;\N;3.16;14.00;\N;163.85;1.56;38.52;245.07;0.04;4.35;3.05;3.05;3.05;0.14;0.08;\N;2.68;\N;6;28;FALSE;TRUE
342;"Carne, bovina, contra-filé de costela, grelhado";52.19;274.91;1150.24;29.88;16.33;97.87;0.00;\N;4.29;23.57;0.01;251.89;2.79;50.88;382.74;0.08;6.68;\N;\N;\N;\N;0.19;0.17;2.75;\N;6;28;FALSE;TRUE
343;"Carne, bovina, contra-filé, com gordura, cru";65.75;205.86;861.30;21.15;12.81;72.65;0.00;\N;3.67;18.16;0.01;164.20;1.31;44.13;284.65;0.04;2.79;3.59;3.59;3.59;0.11;0.08;0.03;3.79;\N;6;28;FALSE;TRUE
344;"Carne, bovina, contra-filé, com gordura, grelhado";51.71;278.05;1163.38;32.40;15.49;143.86;0.00;\N;4.46;18.66;\N;218.54;2.35;57.07;351.86;0.09;4.78;\N;\N;\N;\N;0.18;0.13;4.91;\N;6;28;FALSE;TRUE
345;"Carne, bovina, contra-filé, sem gordura, cru";69.14;156.62;655.28;24.00;6.00;59.46;0.00;\N;4.20;20.63;\N;183.82;1.68;52.89;334.62;0.05;3.24;\N;\N;\N;\N;0.20;\N;4.64;\N;6;28;FALSE;TRUE
346;"Carne, bovina, contra-filé, sem gordura, grelhado";57.53;193.69;810.41;35.88;4.49;101.90;0.00;\N;5.00;21.06;\N;240.60;2.35;57.51;386.47;0.09;5.14;\N;\N;\N;\N;0.17;0.16;4.93;\N;6;28;FALSE;TRUE
347;"Carne, bovina, costela, assada";43.19;373.04;1560.79;28.81;27.72;94.59;0.00;\N;0.00;19.55;\N;179.05;2.18;91.86;270.01;0.08;5.45;\N;\N;\N;\N;0.08;0.35;0.56;\N;6;28;FALSE;TRUE
348;"Carne, bovina, costela, crua";52.73;357.72;1496.71;16.71;31.75;44.19;0.00;\N;\N;11.68;\N;129.97;1.20;70.00;151.16;\N;2.70;4.57;4.57;4.57;0.12;0.11;\N;5.99;\N;6;28;FALSE;TRUE
349;"Carne, bovina, coxão duro, sem gordura, cozido";58.53;216.62;906.32;31.88;8.92;71.10;0.00;\N;3.98;13.79;\N;188.97;1.70;41.10;251.66;0.07;4.97;2.06;2.06;2.06;\N;\N;\N;3.26;\N;6;28;FALSE;TRUE
350;"Carne, bovina, coxão duro, sem gordura, cru";69.80;147.97;619.09;21.51;6.22;59.98;0.00;\N;2.95;21.11;\N;188.51;1.89;48.55;357.88;0.05;2.81;2.07;2.07;2.07;0.12;0.20;\N;4.38;\N;6;28;FALSE;TRUE
351;"Carne, bovina, coxão mole, sem gordura, cozido";58.04;218.68;914.94;32.38;8.91;84.15;0.00;\N;3.73;13.47;\N;182.67;2.56;43.50;238.51;0.11;4.70;2.47;2.47;2.47;\N;\N;\N;4.09;\N;6;28;FALSE;TRUE
352;"Carne, bovina, coxão mole, sem gordura, cru";68.60;169.07;707.37;21.23;8.69;83.82;0.00;\N;2.99;20.72;\N;175.40;1.89;60.53;334.90;0.05;2.63;2.61;2.61;2.61;0.12;0.19;\N;2.32;\N;6;28;FALSE;TRUE
353;"Carne, bovina, cupim, assado";48.42;330.10;1381.14;28.63;23.04;90.80;0.00;\N;7.62;18.21;\N;212.27;2.70;71.59;321.07;0.08;5.29;\N;\N;\N;\N;0.08;0.14;2.16;\N;6;28;FALSE;TRUE
354;"Carne, bovina, cupim, cru";64.83;221.40;926.33;19.54;15.30;50.95;0.00;\N;3.57;12.76;\N;220.13;1.13;46.86;150.58;0.03;2.42;2.70;2.70;2.70;0.11;0.05;0.03;3.33;\N;6;28;FALSE;TRUE
355;"Carne, bovina, fígado, cru";71.33;141.05;590.14;20.71;5.36;392.88;1.11;\N;4.16;12.42;0.26;334.16;5.63;75.92;264.50;9.01;3.46;7936.70;7936.70;7936.70;0.14;0.90;\N;10.66;\N;6;28;FALSE;TRUE
356;"Carne, bovina, fígado, grelhado";54.97;225.03;941.51;29.86;9.01;601.47;4.20;\N;5.56;9.70;0.22;419.92;5.79;82.19;309.37;12.58;3.95;14574.00;14574.00;14574.00;0.21;2.69;\N;11.92;\N;6;28;FALSE;TRUE
357;"Carne, bovina, filé mingnon, sem gordura, cru";71.89;142.86;597.74;21.60;5.61;54.76;0.00;\N;2.93;21.39;0.01;192.76;1.92;48.86;321.53;0.08;2.75;3.63;3.63;3.63;0.12;0.10;0.04;1.78;\N;6;28;FALSE;TRUE
358;"Carne, bovina, filé mingnon, sem gordura, grelhado";57.00;219.70;919.24;32.80;8.83;102.88;0.00;\N;4.31;28.26;0.02;308.14;2.87;57.91;325.98;0.14;4.13;\N;\N;\N;0.03;0.08;0.05;4.27;\N;6;28;FALSE;TRUE
359;"Carne, bovina, flanco, sem gordura, cozido";61.98;195.58;818.29;29.38;7.77;62.00;0.00;\N;3.53;13.61;\N;181.45;2.77;41.68;248.80;0.07;5.55;1.76;1.76;1.76;\N;\N;\N;2.32;\N;6;28;FALSE;TRUE
360;"Carne, bovina, flanco, sem gordura, cru";72.07;141.46;591.87;20.00;6.22;50.30;0.00;\N;2.81;17.85;\N;166.73;1.58;54.22;324.11;0.05;4.45;2.02;2.02;2.02;0.11;0.16;\N;3.28;\N;6;28;FALSE;TRUE
361;"Carne, bovina, fraldinha, com gordura, cozida";49.72;338.45;1416.06;24.24;26.05;64.87;0.00;\N;3.21;14.48;\N;160.58;2.03;38.78;206.76;0.07;6.50;\N;\N;\N;\N;0.05;0.07;1.61;\N;6;28;FALSE;TRUE
362;"Carne, bovina, fraldinha, com gordura, crua";65.44;220.72;923.51;17.58;16.15;54.34;0.00;\N;3.11;16.12;0.00;131.40;1.54;51.20;274.12;0.04;4.19;4.64;4.64;4.64;0.08;0.07;0.03;3.56;\N;6;28;FALSE;TRUE
363;"Carne, bovina, lagarto, cozido";57.63;222.47;930.81;32.86;9.11;55.70;0.00;\N;3.53;12.96;\N;167.27;1.85;47.54;254.44;0.05;6.96;2.90;2.90;2.90;\N;\N;\N;2.55;\N;6;28;FALSE;TRUE
364;"Carne, bovina, lagarto, cru";70.97;134.86;564.27;20.54;5.23;55.79;0.00;\N;2.59;19.67;\N;184.72;1.32;53.56;361.84;0.05;2.39;1.99;1.99;1.99;0.10;0.14;0.03;2.19;\N;6;28;FALSE;TRUE
365;"Carne, bovina, língua, cozida";53.41;314.90;1317.55;21.37;24.80;105.07;0.00;\N;5.93;11.54;0.01;136.46;2.07;59.06;175.29;0.08;4.09;\N;\N;\N;\N;0.08;\N;1.83;\N;6;28;FALSE;TRUE
366;"Carne, bovina, língua, crua";65.02;215.25;900.61;17.09;15.77;117.85;0.00;\N;5.04;15.30;0.02;163.57;1.70;73.05;250.71;0.09;2.87;\N;\N;\N;0.05;0.04;\N;1.18;\N;6;28;FALSE;TRUE
367;"Carne, bovina, maminha, crua";69.99;152.77;639.17;20.93;7.03;50.80;0.00;\N;2.83;15.66;\N;181.32;1.15;37.42;273.66;0.03;3.48;3.18;3.18;3.18;0.12;0.08;0.03;4.27;\N;6;28;FALSE;TRUE
368;"Carne, bovina, maminha, grelhada";65.28;153.09;640.53;30.74;2.42;87.70;0.00;\N;4.17;20.89;\N;237.48;2.43;58.12;386.42;0.08;5.58;\N;\N;\N;\N;0.04;0.13;1.46;\N;6;28;FALSE;TRUE
369;"Carne, bovina, miolo de alcatra, sem gordura, cru";69.49;162.87;681.45;21.61;7.83;60.37;0.00;\N;3.19;20.02;0.01;165.09;1.97;43.05;298.74;0.06;2.96;3.52;3.52;3.52;0.12;0.07;\N;3.59;\N;6;28;FALSE;TRUE
370;"Carne, bovina, miolo de alcatra, sem gordura, grelhado";52.43;241.36;1009.87;31.93;11.64;92.20;0.00;\N;4.51;25.97;0.02;279.24;3.17;51.62;385.11;0.11;4.82;\N;\N;\N;0.03;0.05;0.05;4.66;\N;6;28;FALSE;TRUE
371;"Carne, bovina, músculo, sem gordura, cozido";62.82;193.80;810.86;31.23;6.70;56.15;0.00;\N;4.98;13.42;\N;175.70;2.36;61.79;252.56;0.08;6.44;1.91;1.91;1.91;\N;\N;\N;1.97;\N;6;28;FALSE;TRUE
372;"Carne, bovina, músculo, sem gordura, cru";72.35;141.58;592.37;21.56;5.49;50.94;0.00;\N;3.64;17.45;\N;162.19;1.86;66.08;295.84;0.05;3.65;1.91;1.91;1.91;0.09;0.19;0.04;2.79;\N;6;28;FALSE;TRUE
373;"Carne, bovina, paleta, com gordura, crua";70.62;158.71;664.04;21.41;7.46;58.26;0.00;\N;4.36;14.15;\N;157.60;1.76;64.90;249.68;0.08;3.65;\N;\N;\N;\N;0.04;\N;0.91;\N;6;28;FALSE;TRUE
374;"Carne, bovina, paleta, sem gordura, cozida";62.94;193.65;810.24;29.72;7.40;55.61;0.00;\N;5.64;17.66;\N;197.45;2.17;57.62;249.81;0.10;6.82;\N;\N;\N;0.03;0.04;\N;2.16;\N;6;28;FALSE;TRUE
375;"Carne, bovina, paleta, sem gordura, crua";72.08;140.94;589.70;21.03;5.67;42.25;0.00;\N;3.62;17.51;\N;163.36;1.93;65.86;319.43;0.05;3.34;3.27;3.27;3.27;0.13;0.21;\N;2.67;\N;6;28;FALSE;TRUE
376;"Carne, bovina, patinho, sem gordura, cru";72.91;133.47;558.43;21.72;4.51;55.61;0.00;\N;3.30;20.10;0.01;170.37;1.78;49.13;317.61;0.05;4.47;1.51;1.51;1.51;0.11;0.08;\N;3.61;\N;6;28;FALSE;TRUE
377;"Carne, bovina, patinho, sem gordura, grelhado";55.15;219.26;917.38;35.90;7.31;125.68;0.00;\N;4.80;27.26;0.02;288.84;3.03;60.29;420.96;0.12;8.09;\N;\N;\N;0.04;0.03;\N;3.01;\N;6;28;FALSE;TRUE
378;"Carne, bovina, peito, sem gordura, cozido";51.18;338.47;1416.17;22.25;26.99;99.54;0.00;\N;4.03;13.87;\N;135.96;1.60;55.71;204.49;0.05;3.89;\N;\N;\N;\N;0.30;\N;4.54;\N;6;28;FALSE;TRUE
379;"Carne, bovina, peito, sem gordura, cru";61.49;259.28;1084.81;17.56;20.43;59.30;0.00;\N;3.94;15.32;\N;124.36;1.31;63.76;241.40;0.06;2.63;4.25;4.25;4.25;0.11;0.07;0.03;3.91;\N;6;28;FALSE;TRUE
380;"Carne, bovina, picanha, com gordura, crua";65.64;212.88;890.69;18.82;14.69;59.55;0.00;\N;2.42;14.22;\N;165.29;1.71;37.62;231.65;0.06;3.77;3.46;3.46;3.46;0.13;0.16;\N;4.77;\N;6;28;FALSE;TRUE
381;"Carne, bovina, picanha, com gordura, grelhada";53.39;288.77;1208.20;26.42;19.51;91.76;0.00;\N;4.00;24.00;\N;246.00;3.20;60.00;355.00;0.14;5.50;\N;\N;\N;0.03;0.06;0.13;1.60;\N;6;28;FALSE;TRUE
382;"Carne, bovina, picanha, sem gordura, crua";72.42;133.52;558.66;21.25;4.74;75.23;0.00;\N;3.39;20.25;\N;183.05;2.13;61.15;322.50;0.08;4.23;\N;\N;\N;\N;0.05;\N;1.89;\N;6;28;FALSE;TRUE
383;"Carne, bovina, picanha, sem gordura, grelhada";54.63;238.47;997.75;31.91;11.33;99.71;0.00;\N;4.43;25.42;0.02;281.91;3.55;60.66;376.60;0.17;6.70;\N;\N;\N;\N;0.08;0.03;1.82;\N;6;28;FALSE;TRUE
384;"Carne, bovina, seca, cozida";47.19;312.80;1308.75;26.93;21.93;100.14;0.00;\N;12.76;11.90;0.02;82.38;1.88;1943.18;86.03;0.03;7.70;\N;\N;\N;\N;0.06;\N;2.32;\N;6;28;FALSE;TRUE
385;"Carne, bovina, seca, crua";39.24;312.75;1308.54;19.66;25.37;91.55;0.00;\N;14.11;12.22;0.01;100.00;1.33;4439.55;190.15;\N;3.65;\N;\N;\N;\N;0.07;\N;2.83;\N;6;28;FALSE;TRUE
386;"Coxinha de frango, frita";42.21;283.05;1184.27;9.61;11.84;14.81;34.52;4.97;18.33;16.78;0.28;92.54;1.26;532.13;166.21;0.09;0.51;\N;\N;\N;0.09;\N;\N;2.60;\N;6;48;FALSE;TRUE
387;"Croquete, de carne, cru";55.96;245.77;1028.31;12.04;15.56;29.85;13.95;\N;15.50;23.64;0.34;144.18;2.51;710.64;221.40;0.10;2.67;\N;\N;\N;0.11;0.04;\N;1.95;\N;6;28;FALSE;TRUE
388;"Croquete, de carne, frito";39.24;346.74;1450.77;16.86;22.67;38.10;18.15;\N;18.09;29.52;0.39;176.26;2.31;916.41;313.02;0.09;3.30;\N;\N;\N;0.14;0.04;\N;4.77;\N;6;28;FALSE;TRUE
389;"Empada de frango, pré-cozida, assada";28.19;358.19;1498.67;6.94;15.61;22.72;47.49;2.16;15.61;18.30;0.32;77.62;1.19;524.93;137.66;0.07;0.64;\N;\N;\N;0.12;\N;\N;\N;\N;6;48;FALSE;TRUE
390;"Empada, de frango, pré-cozida";32.03;377.48;1579.37;7.34;22.89;23.28;35.53;2.22;13.56;17.33;0.25;77.94;0.75;770.73;156.36;0.09;0.50;\N;\N;\N;0.11;\N;0.03;\N;\N;6;48;FALSE;TRUE
391;"Frango, asa, com pele, crua";67.47;213.19;891.98;18.10;15.07;113.45;0.00;\N;10.92;23.22;0.01;154.79;0.57;96.30;211.16;0.02;1.25;10.37;10.37;10.37;0.11;0.04;\N;2.58;\N;6;48;FALSE;TRUE
392;"Frango, caipira, inteiro, com pele, cozido";59.69;242.89;1016.25;23.88;15.62;109.55;0.00;\N;16.76;18.35;0.01;161.94;1.66;56.09;210.01;0.08;1.70;16.16;16.16;16.16;0.03;\N;\N;6.33;\N;6;48;FALSE;TRUE
393;"Frango, caipira, inteiro, sem pele, cozido";61.42;195.76;819.06;29.58;7.70;105.52;0.00;\N;66.14;23.17;0.02;209.60;2.12;53.24;223.59;0.15;2.66;6.05;6.05;6.05;0.03;0.03;\N;9.20;\N;6;48;FALSE;TRUE
394;"Frango, coração, cru";69.05;221.50;926.77;12.58;18.60;159.24;0.00;\N;5.51;19.83;0.05;193.39;4.09;95.06;220.07;0.20;2.01;9.39;9.39;9.39;0.23;0.35;\N;3.39;\N;6;48;FALSE;TRUE
395;"Frango, coração, grelhado";63.51;207.27;867.23;22.44;12.10;280.36;0.61;\N;8.35;20.12;0.06;275.78;6.53;128.24;242.69;0.30;3.45;\N;\N;\N;0.20;0.19;\N;9.70;\N;6;48;FALSE;TRUE
396;"Frango, coxa, com pele, assada";59.79;215.12;900.06;28.49;10.36;145.48;0.06;\N;8.34;13.93;\N;251.35;1.22;94.84;318.11;0.05;2.55;5.97;5.97;5.97;0.05;0.05;\N;10.40;\N;6;48;FALSE;TRUE
397;"Frango, coxa, com pele, crua";72.85;161.47;675.61;17.09;9.81;97.40;0.00;\N;8.00;25.81;0.02;185.34;0.70;94.96;274.73;0.03;1.97;10.02;10.02;10.02;0.16;0.05;\N;2.04;\N;6;48;FALSE;TRUE
398;"Frango, coxa, sem pele, cozida";66.66;167.43;700.52;26.86;5.85;132.92;0.00;\N;11.78;11.14;\N;186.74;0.83;64.34;191.14;0.03;2.83;\N;\N;\N;0.07;\N;\N;8.20;\N;6;48;FALSE;TRUE
399;"Frango, coxa, sem pele, crua";76.42;119.95;501.86;17.81;4.86;90.56;0.02;\N;7.97;27.23;0.02;196.48;0.78;98.37;291.19;0.03;2.24;11.66;11.66;11.66;0.17;0.05;\N;3.53;\N;6;48;FALSE;TRUE
400;"Frango, fígado, cru";77.75;106.48;445.53;17.59;3.49;340.58;-0.02;\N;5.61;27.83;0.35;343.90;9.54;82.43;280.50;0.26;3.73;3863.33;3863.33;3863.33;0.62;0.56;\N;6.36;\N;6;48;FALSE;TRUE
401;"Frango, filé, à milanesa";54.89;220.87;924.13;28.46;7.79;84.32;7.51;1.13;8.91;34.83;0.06;249.35;1.08;122.33;407.56;0.05;0.84;6.61;6.61;6.61;0.05;0.04;0.52;11.07;\N;6;48;FALSE;TRUE
402;"Frango, inteiro, com pele, cru";66.54;226.32;946.92;16.44;17.31;84.84;0.00;\N;6.30;24.30;0.01;173.55;0.62;62.88;217.24;0.04;1.12;7.00;7.00;7.00;0.08;0.03;\N;3.28;\N;6;48;FALSE;TRUE
403;"Frango, inteiro, sem pele, assado";63.20;187.34;783.82;28.03;7.50;110.94;0.00;\N;9.06;13.88;\N;232.94;0.55;70.27;283.27;0.03;1.58;\N;\N;\N;0.09;\N;\N;11.20;\N;6;48;FALSE;TRUE
404;"Frango, inteiro, sem pele, cozido";67.45;170.39;712.91;24.99;7.06;98.93;0.00;\N;8.18;12.35;\N;193.67;0.46;50.89;216.53;0.04;1.24;\N;\N;\N;0.10;\N;\N;12.83;\N;6;48;FALSE;TRUE
405;"Frango, inteiro, sem pele, cru";74.86;129.10;540.14;20.59;4.57;78.24;0.00;\N;6.52;27.04;0.01;190.48;0.54;72.96;237.68;0.03;1.24;3.67;3.67;3.67;0.12;0.03;\N;3.28;\N;6;48;FALSE;TRUE
406;"Frango, peito, com pele, assado";58.54;211.68;885.68;33.42;7.65;109.03;0.00;\N;8.26;18.14;0.01;297.02;0.48;55.70;380.31;0.01;0.95;6.23;6.23;6.23;0.12;\N;\N;15.80;\N;6;48;FALSE;TRUE
407;"Frango, peito, com pele, cru";71.94;149.47;625.36;20.78;6.73;79.93;0.00;\N;8.42;28.29;0.01;212.97;0.44;62.31;251.82;0.05;0.60;4.00;4.00;4.00;0.09;\N;\N;2.58;\N;6;48;FALSE;TRUE
408;"Frango, peito, sem pele, cozido";65.57;162.87;681.47;31.47;3.16;88.51;0.00;\N;6.44;13.76;\N;224.43;0.34;36.17;231.05;0.02;0.95;\N;\N;\N;0.10;\N;\N;7.60;\N;6;48;FALSE;TRUE
409;"Frango, peito, sem pele, cru";74.79;119.16;498.56;21.53;3.02;58.68;0.00;\N;7.36;31.26;0.01;222.03;0.43;56.14;267.09;0.03;0.66;2.00;2.00;2.00;0.10;\N;\N;5.86;\N;6;48;FALSE;TRUE
410;"Frango, peito, sem pele, grelhado";63.81;159.19;666.03;32.03;2.48;89.12;0.00;\N;5.34;18.27;\N;295.01;0.33;50.25;387.37;0.02;0.78;\N;\N;\N;0.11;\N;\N;24.83;\N;6;48;FALSE;TRUE
411;"Frango, sobrecoxa, com pele, assada";55.00;259.60;1086.19;28.70;15.19;158.26;0.00;\N;10.68;14.60;\N;252.23;1.21;95.94;323.07;0.06;2.17;8.22;8.22;8.22;0.10;0.05;\N;11.20;\N;6;48;FALSE;TRUE
412;"Frango, sobrecoxa, com pele, crua";63.58;254.53;1064.96;15.46;20.90;87.63;0.00;\N;7.09;21.50;0.01;154.19;0.71;68.27;190.19;0.05;1.31;6.59;6.59;6.59;0.09;0.06;\N;3.40;\N;6;48;FALSE;TRUE
413;"Frango, sobrecoxa, sem pele, assada";55.63;232.88;974.38;29.18;12.01;145.11;0.00;\N;12.25;17.23;\N;281.34;1.17;106.08;382.21;0.07;2.18;10.70;10.70;10.70;0.10;0.05;\N;10.20;\N;6;48;FALSE;TRUE
414;"Frango, sobrecoxa, sem pele, crua";72.71;161.80;676.96;17.57;9.62;84.09;0.00;\N;6.29;26.33;0.02;187.29;0.90;79.75;241.09;0.06;1.67;3.92;3.92;3.92;0.12;0.06;\N;4.06;\N;6;48;FALSE;TRUE
415;"Hambúrguer, bovino, cru";63.60;214.84;898.87;13.16;16.18;70.01;4.15;\N;34.06;24.52;0.36;140.72;1.89;869.46;382.59;0.16;1.70;\N;\N;\N;0.06;0.08;0.04;3.53;\N;6;48;FALSE;TRUE
416;"Hambúrguer, bovino, frito";52.46;258.28;1080.66;19.97;17.01;48.90;6.32;\N;62.39;59.70;0.52;324.46;3.02;1251.80;660.09;0.17;3.18;\N;\N;\N;0.13;0.06;\N;2.73;\N;6;48;FALSE;TRUE
417;"Hambúrguer, bovino, grelhado";59.23;209.83;877.94;13.16;12.43;58.53;11.33;\N;56.21;47.57;0.40;262.67;2.64;1090.33;537.56;0.18;3.02;\N;\N;\N;0.18;0.06;\N;5.77;\N;6;48;FALSE;TRUE
418;"Lingüiça, frango, crua";64.76;218.11;912.57;14.24;17.44;64.13;0.00;\N;10.84;18.97;0.05;181.51;0.47;1125.81;279.73;0.05;0.69;\N;\N;\N;0.11;0.05;\N;4.60;\N;6;28;FALSE;TRUE
419;"Lingüiça, frango, frita";59.57;245.46;1027.01;18.32;18.54;75.79;0.00;\N;15.48;29.19;0.10;262.07;0.79;1373.89;363.79;0.04;1.16;\N;\N;\N;0.11;0.05;\N;5.67;\N;6;28;FALSE;TRUE
420;"Lingüiça, frango, grelhada";58.58;243.66;1019.47;18.19;18.40;80.48;0.00;\N;13.93;21.10;0.10;228.02;0.72;1351.49;356.00;0.09;1.03;\N;\N;\N;0.12;0.04;\N;5.97;\N;6;28;FALSE;TRUE
421;"Lingüiça, porco, crua";62.48;227.20;950.62;16.06;17.58;52.93;0.00;\N;6.13;14.05;0.01;157.48;0.44;1175.72;316.33;0.04;1.36;\N;\N;\N;0.49;0.05;\N;2.60;\N;6;49;FALSE;TRUE
422;"Lingüiça, porco, frita";54.61;279.54;1169.61;20.45;21.31;74.71;0.00;\N;8.48;18.22;0.01;210.78;0.87;1431.59;408.94;0.06;3.08;\N;\N;\N;0.41;0.07;\N;5.83;\N;6;49;FALSE;TRUE
423;"Lingüiça, porco, grelhada";50.48;296.49;1240.51;23.17;21.90;81.70;0.00;\N;8.14;18.79;0.01;209.81;1.01;1455.86;426.60;0.07;3.48;\N;\N;\N;0.40;0.07;\N;6.60;\N;6;49;FALSE;TRUE
424;Mortadela;56.44;268.82;1124.74;11.95;21.65;82.76;5.82;\N;66.55;19.14;0.11;215.67;1.47;1212.17;247.28;0.08;1.02;24.55;\N;\N;0.14;0.06;\N;3.00;\N;6;49;FALSE;TRUE
425;"Peru, congelado, assado";65.32;163.07;682.29;26.20;5.68;91.24;0.00;\N;13.84;11.54;0.02;197.36;0.59;627.88;175.12;0.03;1.21;\N;\N;\N;0.06;\N;\N;6.23;\N;6;48;FALSE;TRUE
426;"Peru, congelado, cru";78.18;93.72;392.13;18.08;1.83;68.16;0.00;\N;9.88;18.84;\N;216.67;0.87;710.68;281.35;0.36;1.44;\N;\N;\N;0.06;\N;\N;4.23;\N;6;48;FALSE;TRUE
427;"Porco, bisteca, crua";67.70;164.12;686.66;21.50;8.02;56.38;0.00;\N;6.11;24.07;\N;195.16;0.53;54.29;334.99;0.07;1.43;\N;\N;\N;0.90;\N;\N;2.65;\N;6;80;FALSE;TRUE
428;"Porco, bisteca, frita";47.33;311.17;1301.93;33.75;18.52;126.30;0.00;\N;69.15;29.13;0.01;289.87;0.82;63.03;403.51;0.07;2.16;9.74;9.74;9.74;0.34;\N;\N;3.25;\N;6;80;FALSE;TRUE
429;"Porco, bisteca, grelhada";51.84;280.08;1171.87;28.89;17.38;81.68;0.00;\N;34.31;24.74;\N;229.44;0.86;51.45;366.42;0.06;2.35;\N;\N;\N;0.77;0.14;0.03;1.92;\N;6;80;FALSE;TRUE
430;"Porco, costela, assada";36.92;402.17;1682.67;30.22;30.28;112.86;0.00;\N;16.77;14.04;\N;200.78;1.04;62.68;245.97;0.07;3.10;\N;\N;\N;0.71;0.05;\N;10.63;\N;6;80;FALSE;TRUE
431;"Porco, costela, crua";61.21;255.61;1069.46;18.00;19.82;68.83;0.00;\N;14.53;17.97;\N;159.08;0.90;87.98;248.23;0.05;2.27;\N;\N;\N;0.62;\N;\N;8.27;\N;6;80;FALSE;TRUE
432;"Porco, lombo, assado";56.56;210.23;879.62;35.73;6.40;103.08;0.00;\N;19.51;18.14;\N;238.36;0.46;38.92;311.14;0.03;1.76;\N;\N;\N;0.75;0.07;0.11;12.43;\N;6;80;FALSE;TRUE
433;"Porco, lombo, cru";67.73;175.63;734.82;22.60;8.77;55.39;0.00;\N;4.16;23.92;\N;194.52;0.47;53.07;334.38;0.01;0.93;\N;\N;\N;0.95;\N;\N;13.83;\N;6;80;FALSE;TRUE
434;"Porco, orelha, salgada, crua";59.67;258.49;1081.53;18.52;19.89;83.01;0.00;\N;5.44;2.07;0.01;30.79;1.41;615.60;228.46;0.23;0.57;\N;\N;\N;0.07;0.03;\N;\N;\N;6;80;FALSE;TRUE
435;"Porco, pernil, assado";49.26;262.26;1097.29;32.13;13.86;109.80;0.00;\N;17.59;27.35;0.01;247.09;1.25;62.41;395.19;0.09;3.25;\N;\N;\N;0.77;0.09;\N;6.57;\N;6;80;FALSE;TRUE
436;"Porco, pernil, cru";67.08;186.06;778.46;20.13;11.10;58.69;0.00;\N;12.94;22.88;\N;192.48;0.89;101.89;255.58;0.16;1.73;\N;\N;\N;1.06;0.06;\N;5.67;\N;6;80;FALSE;TRUE
437;"Porco, rabo, salgado, cru";43.79;377.42;1579.11;15.58;34.47;89.09;0.00;\N;21.63;3.60;0.01;42.39;0.62;1157.67;23.76;0.05;1.41;\N;\N;\N;0.20;0.06;\N;1.43;\N;6;80;FALSE;TRUE
438;"Presunto, com capa de gordura";73.95;127.85;534.92;14.37;6.77;39.51;1.40;\N;12.48;17.04;0.04;273.87;0.68;1020.77;294.58;0.04;1.32;\N;\N;\N;0.62;0.03;\N;3.78;\N;6;49;FALSE;TRUE
439;"Presunto, sem capa de gordura";77.18;93.74;392.22;14.29;2.71;35.77;2.15;\N;23.27;17.51;0.04;244.06;0.83;1039.19;307.30;0.04;1.46;\N;\N;\N;0.50;0.03;\N;4.00;\N;6;49;FALSE;TRUE
440;"Quibe, assado";69.02;136.23;569.98;14.59;2.68;33.73;12.86;1.90;15.62;36.08;0.76;174.37;2.15;39.89;287.78;0.51;4.12;\N;\N;\N;0.04;0.04;\N;1.81;\N;6;28;FALSE;TRUE
441;"Quibe, cru";74.51;109.49;458.11;12.35;1.67;26.93;10.77;1.65;12.09;25.69;0.39;125.79;1.65;38.77;241.74;0.13;2.75;\N;\N;\N;0.09;0.03;\N;1.20;\N;6;28;FALSE;TRUE
442;"Quibe, frito";53.96;253.83;1062.03;14.89;15.80;37.77;12.34;\N;21.73;38.77;0.72;165.83;1.95;835.83;322.47;0.16;2.78;\N;\N;\N;0.12;0.10;\N;1.50;\N;6;28;FALSE;TRUE
